Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_REGIO,SEXE
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,752,8,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,693,8,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,139,9,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,137,9,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,10,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,7,10,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,121,11,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,106,11,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,416,12,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4491,12,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,218,13,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,142,13,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,117,14,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,147,14,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,416,15,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,308,15,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,379,16,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,389,16,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4845,17,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,4951,17,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,622,18,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,643,18,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,20,19,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,26,19,2
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,23,1
2020-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,23,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,2,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,153,3,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,274,3,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,4,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,4,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,6,5,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,26,5,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,36,6,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,43,6,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,106,7,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,89,7,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,624,8,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,550,8,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,81,9,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,48,9,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,5,10,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,10,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,44,11,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,32,11,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,111,12,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,497,12,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,23,13,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,12,13,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,62,14,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,64,14,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,334,15,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,206,15,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,255,16,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,247,16,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,5382,17,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,5022,17,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,369,18,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,366,18,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,16,19,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,16,19,2
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,23,1
2020-01-01,1,Ciutat Vella,3,la Barceloneta,..,23,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6,1,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5,1,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5,2,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6,2,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",222,3,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",713,3,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,4,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,4,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",9,5,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",102,5,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",106,6,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",80,6,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",196,7,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",125,7,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",917,8,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",740,8,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",191,9,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",208,9,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",6,10,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",7,10,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",221,11,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",173,11,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",170,12,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",426,12,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",154,13,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",134,13,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",136,14,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",154,14,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",466,15,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",246,15,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",464,16,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",502,16,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",7464,17,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",7219,17,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",790,18,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",810,18,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",21,19,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",37,19,2
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",..,23,1
2020-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",5,23,2
2020-01-01,2,Eixample,5,el Fort Pienc,6,1,1
2020-01-01,2,Eixample,5,el Fort Pienc,..,1,2
2020-01-01,2,Eixample,5,el Fort Pienc,..,2,1
2020-01-01,2,Eixample,5,el Fort Pienc,6,2,2
2020-01-01,2,Eixample,5,el Fort Pienc,104,3,1
2020-01-01,2,Eixample,5,el Fort Pienc,207,3,2
2020-01-01,2,Eixample,5,el Fort Pienc,..,4,1
2020-01-01,2,Eixample,5,el Fort Pienc,..,4,2
2020-01-01,2,Eixample,5,el Fort Pienc,26,5,1
2020-01-01,2,Eixample,5,el Fort Pienc,61,5,2
2020-01-01,2,Eixample,5,el Fort Pienc,67,6,1
2020-01-01,2,Eixample,5,el Fort Pienc,67,6,2
2020-01-01,2,Eixample,5,el Fort Pienc,298,7,1
2020-01-01,2,Eixample,5,el Fort Pienc,163,7,2
2020-01-01,2,Eixample,5,el Fort Pienc,1119,8,1
2020-01-01,2,Eixample,5,el Fort Pienc,897,8,2
2020-01-01,2,Eixample,5,el Fort Pienc,82,9,1
2020-01-01,2,Eixample,5,el Fort Pienc,69,9,2
2020-01-01,2,Eixample,5,el Fort Pienc,8,10,1
2020-01-01,2,Eixample,5,el Fort Pienc,6,10,2
2020-01-01,2,Eixample,5,el Fort Pienc,719,11,1
2020-01-01,2,Eixample,5,el Fort Pienc,664,11,2
2020-01-01,2,Eixample,5,el Fort Pienc,103,12,1
2020-01-01,2,Eixample,5,el Fort Pienc,537,12,2
2020-01-01,2,Eixample,5,el Fort Pienc,57,13,1
2020-01-01,2,Eixample,5,el Fort Pienc,30,13,2
2020-01-01,2,Eixample,5,el Fort Pienc,95,14,1
2020-01-01,2,Eixample,5,el Fort Pienc,130,14,2
2020-01-01,2,Eixample,5,el Fort Pienc,382,15,1
2020-01-01,2,Eixample,5,el Fort Pienc,233,15,2
2020-01-01,2,Eixample,5,el Fort Pienc,208,16,1
2020-01-01,2,Eixample,5,el Fort Pienc,228,16,2
2020-01-01,2,Eixample,5,el Fort Pienc,13708,17,1
2020-01-01,2,Eixample,5,el Fort Pienc,12152,17,2
2020-01-01,2,Eixample,5,el Fort Pienc,515,18,1
2020-01-01,2,Eixample,5,el Fort Pienc,493,18,2
2020-01-01,2,Eixample,5,el Fort Pienc,..,19,1
2020-01-01,2,Eixample,5,el Fort Pienc,9,19,2
2020-01-01,2,Eixample,5,el Fort Pienc,..,23,1
2020-01-01,2,Eixample,5,el Fort Pienc,..,23,2
2020-01-01,2,Eixample,6,la Sagrada Família,..,1,1
2020-01-01,2,Eixample,6,la Sagrada Família,5,1,2
2020-01-01,2,Eixample,6,la Sagrada Família,12,2,1
2020-01-01,2,Eixample,6,la Sagrada Família,5,2,2
2020-01-01,2,Eixample,6,la Sagrada Família,125,3,1
2020-01-01,2,Eixample,6,la Sagrada Família,230,3,2
2020-01-01,2,Eixample,6,la Sagrada Família,..,4,1
2020-01-01,2,Eixample,6,la Sagrada Família,..,4,2
2020-01-01,2,Eixample,6,la Sagrada Família,28,5,1
2020-01-01,2,Eixample,6,la Sagrada Família,58,5,2
2020-01-01,2,Eixample,6,la Sagrada Família,143,6,1
2020-01-01,2,Eixample,6,la Sagrada Família,108,6,2
2020-01-01,2,Eixample,6,la Sagrada Família,472,7,1
2020-01-01,2,Eixample,6,la Sagrada Família,249,7,2
2020-01-01,2,Eixample,6,la Sagrada Família,2055,8,1
2020-01-01,2,Eixample,6,la Sagrada Família,1568,8,2
2020-01-01,2,Eixample,6,la Sagrada Família,128,9,1
2020-01-01,2,Eixample,6,la Sagrada Família,117,9,2
2020-01-01,2,Eixample,6,la Sagrada Família,19,10,1
2020-01-01,2,Eixample,6,la Sagrada Família,8,10,2
2020-01-01,2,Eixample,6,la Sagrada Família,727,11,1
2020-01-01,2,Eixample,6,la Sagrada Família,623,11,2
2020-01-01,2,Eixample,6,la Sagrada Família,212,12,1
2020-01-01,2,Eixample,6,la Sagrada Família,407,12,2
2020-01-01,2,Eixample,6,la Sagrada Família,79,13,1
2020-01-01,2,Eixample,6,la Sagrada Família,47,13,2
2020-01-01,2,Eixample,6,la Sagrada Família,175,14,1
2020-01-01,2,Eixample,6,la Sagrada Família,192,14,2
2020-01-01,2,Eixample,6,la Sagrada Família,523,15,1
2020-01-01,2,Eixample,6,la Sagrada Família,285,15,2
2020-01-01,2,Eixample,6,la Sagrada Família,250,16,1
2020-01-01,2,Eixample,6,la Sagrada Família,260,16,2
2020-01-01,2,Eixample,6,la Sagrada Família,22783,17,1
2020-01-01,2,Eixample,6,la Sagrada Família,19348,17,2
2020-01-01,2,Eixample,6,la Sagrada Família,480,18,1
2020-01-01,2,Eixample,6,la Sagrada Família,499,18,2
2020-01-01,2,Eixample,6,la Sagrada Família,..,19,1
2020-01-01,2,Eixample,6,la Sagrada Família,10,19,2
2020-01-01,2,Eixample,6,la Sagrada Família,11,23,1
2020-01-01,2,Eixample,6,la Sagrada Família,..,23,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,10,1,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,6,1,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,6,2,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,7,2,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,122,3,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,162,3,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,12,4,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,13,4,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,20,5,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,64,5,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,53,6,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,53,6,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,291,7,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,172,7,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,1184,8,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,846,8,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,255,9,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,288,9,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,21,10,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,5,10,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,488,11,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,356,11,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,93,12,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,177,12,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,68,13,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,40,13,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,167,14,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,203,14,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,540,15,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,288,15,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,405,16,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,452,16,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,18860,17,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,16378,17,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,1027,18,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,1104,18,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,16,19,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,33,19,2
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,11,23,1
2020-01-01,2,Eixample,7,la Dreta de l'Eixample,..,23,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,7,1,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,1,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,10,2,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,2,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,3,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,138,3,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,4,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,..,4,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,11,5,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,21,5,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,69,6,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,74,6,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,368,7,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,247,7,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1472,8,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,1512,8,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,192,9,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,172,9,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32,10,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,15,10,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,455,11,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,391,11,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,12,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,224,12,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,206,13,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,154,13,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,116,14,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,133,14,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,452,15,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,233,15,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,273,16,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,346,16,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18290,17,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,15802,17,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,705,18,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,775,18,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,14,19,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,21,19,2
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,5,23,1
2020-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,6,23,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,1,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,11,1,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,10,2,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,11,2,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,137,3,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,178,3,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,4,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,5,4,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,14,5,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,37,5,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,125,6,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,108,6,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,424,7,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,223,7,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,2036,8,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,1577,8,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,125,9,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,107,9,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,22,10,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,6,10,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,785,11,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,666,11,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,156,12,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,271,12,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,255,13,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,196,13,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,122,14,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,137,14,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,569,15,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,293,15,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,262,16,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,287,16,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,25811,17,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,22508,17,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,530,18,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,606,18,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,7,19,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,13,19,2
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,9,23,1
2020-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,..,23,2
2020-01-01,2,Eixample,10,Sant Antoni,..,1,1
2020-01-01,2,Eixample,10,Sant Antoni,..,1,2
2020-01-01,2,Eixample,10,Sant Antoni,..,2,1
2020-01-01,2,Eixample,10,Sant Antoni,..,2,2
2020-01-01,2,Eixample,10,Sant Antoni,106,3,1
2020-01-01,2,Eixample,10,Sant Antoni,170,3,2
2020-01-01,2,Eixample,10,Sant Antoni,5,4,1
2020-01-01,2,Eixample,10,Sant Antoni,..,4,2
2020-01-01,2,Eixample,10,Sant Antoni,14,5,1
2020-01-01,2,Eixample,10,Sant Antoni,45,5,2
2020-01-01,2,Eixample,10,Sant Antoni,97,6,1
2020-01-01,2,Eixample,10,Sant Antoni,90,6,2
2020-01-01,2,Eixample,10,Sant Antoni,230,7,1
2020-01-01,2,Eixample,10,Sant Antoni,156,7,2
2020-01-01,2,Eixample,10,Sant Antoni,1051,8,1
2020-01-01,2,Eixample,10,Sant Antoni,900,8,2
2020-01-01,2,Eixample,10,Sant Antoni,109,9,1
2020-01-01,2,Eixample,10,Sant Antoni,96,9,2
2020-01-01,2,Eixample,10,Sant Antoni,17,10,1
2020-01-01,2,Eixample,10,Sant Antoni,..,10,2
2020-01-01,2,Eixample,10,Sant Antoni,493,11,1
2020-01-01,2,Eixample,10,Sant Antoni,447,11,2
2020-01-01,2,Eixample,10,Sant Antoni,329,12,1
2020-01-01,2,Eixample,10,Sant Antoni,607,12,2
2020-01-01,2,Eixample,10,Sant Antoni,485,13,1
2020-01-01,2,Eixample,10,Sant Antoni,332,13,2
